sentence1,sentence2,label
टॉमी ड्रीमर ने कहा “लूना पहली क्वीन ऑफ़ एक्सट्रीम थी. मेरी पहली मैनेजर. लूना की मृत्यु दो चाँद वाली मशहूर रात में हुई थी. वह रात उसकी तरह ही ख़ास थी. वह बेहद शक्तिशाली महिला थी.”,"टॉमी ड्रीमर ने कहा, लुना चरम की पहली रानी थी. मेरा पहलाप्रबंधक. लूना दो चंद्रमाओं की रात को चल बसी. उसकी तरहअद्वितीय.",NP
लोग दीवार के पास बैठे हैं,लोग दीवार के पास बैठे हैं,P
कुछ तोफू एक महिला द्वारा काटा जा रहा है,टोफू एक महिला द्वारा काटा जा रहा है,P
"अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, सिनेमाटोग्राफी, कस्टम डिजाइन, फिल्म-संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल स्क्रीनप्ले शामिल हैं।",P
अर्से बाद एक बार फिर ऐश्वर्या ने सलमान के लिए कुछ कहा है,एक अर्से बाद एश्वर्या राय ने एक बार फिर सलमान खान के लिए कुछ कहा है।,P
"एक कुत्ता, जो भूरा है, और एक काला घास में दौड़ रहे हैं",घास में कोई कुत्ता नहीं दौड़ता,NP
पुस्तकालयाध्यक्ष ने मध्यकालीन व्यापार नेटवर्क और आर्थिक इतिहास पर विस्तारित करने वाले कई खंडों की सिफारिश की।,लाइब्रेरियन ने मध्ययुगीन व्यापार नेटवर्क और आर्थिक इतिहास पर और जानकारी देने वाली कई पुस्तकें सुझाईं।,P
वहाँ कोई छोटा लड़का नहीं है जो हवा के वाद्ययंत्र को बजाता है,एक बच्चा एक वाद्ययंत्र बजा रहा है,NP
घायलों को अदन में चैरिटी ग्रुप द्वारा चलाए जा रहे हॉस्पिटल मेडिसिन्स सैन्स फ्रंटियर्स में एडमिट करवाया गया है।,इराके के करबला प्रॉविन्स में हुए ब्लास्ट में 23 लोग मारे गए हैं। ,NP
वह आमतौर पर मदद से इनकार नहीं करता।,वह अक्सर मदद से इनकार कर देता है।,NP
जाधव कानूनी तौर पर ईरान में बिजनेस करता था।,"जब धोती में विधानसभा पहुंचे विधायक, सदन में मचा हंगामा",NP
कांग्रेस की मुंबई यूनिट के इस मुखपत्र के लेख में पार्टी अध्यक्ष सोनिया गांधी और पूर्व प्रधानमंत्री जवाहर लाल नेहरू पर आपत्तिजनक टिप्पणी छापी गई,कांग्रेस की मुंबई यूनिट के मुखपत्र कांग्रेस दर्शन में पार्टी अध्यक्ष सोनिया गांधी और पूर्व प्रधानमंत्री जवाहर लाल नेहरू पर  टिप्पणी छापी गई,P
"ऑस्ट्रेलिया में मैच दर मैच बेहतर प्रदर्शन कर रहे हैं। मैंने ऑस्ट्रेलिया में सचिन तेंदुलकर और वीवीएस लक्ष्मण समेत कई विदेशी बल्लेबाजों को देखा, लेकिन मेरी नजरों में कोहली सर्वश्रेष्ठ हैं।","उन्होंने कहा,'मैंने कई खिलाड़ियों को ऑस्ट्रेलिया में बेहतर प्रदर्शन करते देखा है, इनमें सचिन तेंडुलकर और वीवीएस लक्ष्मण भी शामिल हैं, लेकिन विराट सबसे बेहतर हैं",P
एक महिला एक नींबू डाल रही है,एक महिला एक नींबू दबा रही है,NP
"आईएनएस  निरीक्षक में धमाके से तीन  नौसैनिक जख्मी, एक का काटना पड़ा पैर|",हत्या के सिलसिले में पुलिस ने एक पड़ोसी को गिरफ्तार किया है जो पाकिस्तान का रहने वाला है।,NP
यह कमरा अंधेरा नहीं है।,यह कमरा उजाला है।,P
शेफ ध्यान से कुछ तेल एक पैन में डाल रहा है,एक बर्तन में तरल पदार्थ डालने वाला कोई पुरुष नहीं है,NP
माल्या ने सोमवार को राज्यसभा के सभापति को अपना रेजिग्नेशन लेटर भेजा था ,विजय माल्या ने सोमवार को भेजा था इस्तीफा,P
एक आदमी बाइक के पास बैठा है और एक नोट लिख रहा है,एक आदमी रंग से ढके कपड़े पहने हुए है और एक व्यस्त क्षेत्र में बाहर बैठा कुछ लिख रहा है,NP
महिला एक कटोरे में अंडे मिला रही है,महिला एक कटोरे में अंडे नहीं stirring है,NP
अगले महीने शादी करेंगे पेसर इरफान पठान,क्रिकेटर इरफान पठान अगले महीने करेंगे शादी,P
कई युवा एक तस्वीर के लिए पोस्ट कर रहे हैं और बीयर पकड़ रहे हैं,कई युवा एक तस्वीर के लिए पोस्ट कर रहे हैं और एक पेय पकड़ रहे हैं,P
"‘पाकिस्तान में दाऊद के डी-तेरह , ब्लॉक चार्, सेक्टर पाम्च , डेवलपमेंट अथॉरिटी, क्लिफ्टन, कराची स्थित घर पर चार लैंडलाइन नंबर लगे हैं, जो दाऊद की पत्नी माहजबीं शेख के नाम रजिस्टर्ड हैं।","दाऊद के घर में चार टेलीफोन कनेक्शन है, चारों दाऊद की बीवी मेहजबीं शेख के नाम रजिस्टर्ड है।",P
एक महिला एक भूरे रंग की घोड़ी पर सवार है,एक महिला घोड़े पर सवार है,P
"2002 में गोमा को न्यिरगोंगो ज्वालामुखी ने लावा द्वारा नष्ट कर दिया गया था, जिसने शहर की अधिकांश सड़कों, विशेष रूप से शहर के बीच के भाग को दफन कर दिया था।","2002 में गोमा को न्यिरागोंग ज्वालामुखी से लावा द्वारा नष्ट कर दिया गया था, जिसने शहर की अधिकांश सड़कों, विशेष रूप से शहर के केंद्र को दबा दिया था।",P
एक व्यक्ति आत्मविश्वास से एक गाजर को चाकू से काट रहा है,महिला एक प्याज काट रही है,NP
"उन्होंने कहा, 'सुप्रीम कोर्ट के रूल्स के मुताबिक अवमानना नोटिस दिए जाने के बाद माल्या को कोर्ट में हाजिर होना था। उन्हें अब तक कोर्ट में पेश होने से कोई रियायत नहीं दी गई है। वे एक बार भी नहीं आए।'","उन्होंने कहा, 'सुप्रीम कोर्ट के रूल्स के मुताबिक अवमानना नोटिस दिए जाने के बाद माल्या को कोर्ट में हाजिर होना चाहिए था। मगर वे एक बार भी नहीं आए।'",P
एक महिला प्याज काटे नहीं जा रही है,एक महिला प्याज काट रही है,NP
एक गाय घास खा रही है,एक गाय घास नहीं खा रही है,P
एक कुत्ता स्केटबोर्ड पर सवारी कर रहा है,एक जानवर स्केटबोर्ड पर सवार है,P
दो लड़के और एक आदमी एक आर्केड में खेल रहे हैं,दो बच्चे और एक आदमी एक आर्केड में खेल रहे हैं,P
 इस इंजन का एक हिस्सा टूट गया था। एयरक्राफ्ट कुछ देर हवा में लड़खड़ाया भी। ,प्लेन में मौजूद कुछ लोगों ने इस घटना के फोटोज लिए और इन्हें सोशल मीडिया पर शेयर कर दिया। ,NP
दो पुरुष बाइक पकड़कर बर्फ से ढकी सड़क के किनारे खड़े हैं,एक बर्फबारी सड़क के किनारे दो बाइक वाले पुरुष हैं,P
एक छोटी सी लड़की साइन लैंग्वेज का इस्तेमाल कर रही है,एक लड़की सांकेतिक भाषा से बात कर रही है,P
एक चीता एक खेत में अपने शिकार का पीछा कर रहा है,एक चीता एक खेत में अपने शिकार का पीछा कर रहा है,P
"उन्होंने कहा, 'यह दावा करके कि आप सुरक्षा मुहैया नहीं करा सकते आप पाकिस्तान के इस दावे को मजबूती दे रहे हो कि उनकी टीम को भारत में सुरक्षा खतरे में हो  यह देश की छवि का सवाल है और आप इसे लेकर राजनीति नहीं कर सकते।'","एसआईटी  के पूर्व अफसर का दावा, इशरत की हत्या पूर्वनियोजित थी",NP
भीड़ ने सेना के बंकर को निशाना बनाने की कोशिश की।,आरोप है कि इन लोगों ने सेना के एक बंकर में आग लगाने की भी कोशिश की|,P
एक अकेला बाइकर हवा में कूद रहा है,एक आदमी एक खाली पूल में कूद रहा है,NP
ब्राउन घोड़ा रोडियो में एक लाल बैरल के बहुत करीब है,एक गाय लड़की घोड़े पर सवार है और एक बैरल को कोनों में कर रही है,NP
अमिताभ को बेस्ट एक्टर और कंगना को बेस्ट एक्ट्रेस का नेशनल अवार्ड,तिरसठ वें राष्ट्रीय फिल्म पुरस्कार: अमिताभ और कंगना बेस्ट ऐक्टर एवम एक्ट्रेस,P
भूरे रंग के बालों और रंगों के साथ एक युवा व्यक्ति कुछ सोडा के डिब्बे के सामने बैठा है,भूरे बालों और धूप के चश्मे वाले एक युवक सोडा के कुछ डिब्बे के सामने बैठा है,P
 इसमें लिक्विड प्रोपल्शन टि्वन इंजन लगे हैं। ,एडवांस टेक्नोलॉजी वाली पृथ्वी-दो मिसाइल में दो इंजन लगाए गए हैं।,P
एक स्वर्ण फर वाला कुत्ता पानी में है,सोने की फर वाला कुत्ता पानी से बाहर है,NP
सुप्रिया एनसीपी की टॉप लीडर्स में से एक होने के साथ ही पिछले 2 बार से 2009 और 2014 में अपनी पिता की सीट बारामती से एमपी हैं।,पिछले 2 बार से 2009 और 2014 में अपनी पिता की सीट बारामती से सुप्रिया एमपी होने के साथ साथ एनसीपी की टॉप लीडर्स में से एक हैं।,P
"एक लड़की, जो छोटी है, गोरे बालों के साथ मुस्कुरा रही है और एक स्विंग पर बैठी है",गोरे बालों वाली एक छोटी लड़की मुस्कुरा रही है और एक स्विंग पर बैठी है,P
एक काला कुत्ता एक चट्टानी परिदृश्य पर दौड़ रहा है,एक कुत्ता एक चट्टानी परिदृश्य पर दौड़ रहा है,P
आदमी एक चूहे से सांप को खिला रहा है,आदमी जानवर के साथ सांप को खिला रहा है,P
"छात्र मौत मामला: घेरे में स्कूल प्रशासन, दर्ज हुए प्रिंसिपल और कर्मचारियों के बयान",भारत ने शनिवार को नामीबिया को उन्नीस सौ सात  रन से हराकर आइसीसी अंडर-उन्नीस क्रिकेट विश्व कप के सेमीफाइनल में जगह बना ली,NP
पिरामिड के आकार के रैंप पर कूदने वाला कोई साइकिल चालक नहीं है,एक साइकिल चालक पिरामिड के आकार के रैंप पर कूद रहा है,NP
प्रवर्तन निदेशालय की मांग पर विदेश मंत्रालय ने यह कदम उठाया है।,प्रवर्तन निदेशालय ने पासपोर्ट रद्द करने और प्रत्यर्पण की मांग की थी और विदेश मंत्रालय ने माल्या के खिलाफ कड़ा कदम उठाते हुए उनका पासपोर्ट रद्द कर दिया|,P
एक पर्यावरण रिपोर्ट ने दलदली इलाकों के प्रति न्यूनतम जोखिम बताया; एमटी ने निष्कर्ष बदल कर महत्वपूर्ण जोखिम बताया जिसे सुधार की जरूरत है।,पर्यावरण रिपोर्ट के कम जोखिम के निष्कर्ष को अनुवाद में उच्च जोखिम बताए जाने के कारण गलत निर्णय बन सकता है।,NP
"आतंकी हमले में एक प्रोफेसर ,दो  छात्रों, एक गार्ड समेत तीन और लोगों की मौत हो चुकी है।","भारत तक पहुंचा  इस्लामिक स्टेट निशाने पर दिल्ली के मॉल्स, कुंभ",NP
पीएम मोदी पांच  करोड़ गरीब फैमिली को देंगे एलपीजी कनेक्शन|,पीएम ने कहा कि सठ सालों में सिर्फ तेरह  करोड़ लोगों को गैस कनेक्शन दिए गए थे।,NP
कोई लड़का पुल पार नहीं चलता,एक लड़का एक पुल पर चल रहा है,NP
अंडर उन्नीस स्टार ऋषभ पंत को दिल्ली डेयरडेविल्स ने एक दशंलव नौ  करोड़ रुपए में खरीदा।,दस  लाख की बेस प्राइज वाले इस युवा को चालीस  गुना ज्यादा की कीमत पर दिल्ली डेयरडेविल्स ने एक दशंलव नौ करोड़ रुपए में खरीदा।,P
"पाक ने फिर तोड़ा भारत का विश्‍वास, गिरफ्तार नहीं हुआ है मसूद अजहर|",पाकिस्तान में जैश सरगना मसूद अजहर की हुई ही नहीं गिरफ्तार|,P
"जब तक आप इस क्षेत्र में रहते हैं, तब तक आप आमतौर कभी भी पासपोर्ट नियंत्रण चौकियों से गुजरे बिना सीमाओं को पार कर सकते हैं।","जब तक आप इस क्षेत्र में रहते हैं, आप आम तौर पर पासपोर्ट नियंत्रण चौकियों से गुजरे बिना सीमा पार कर सकते हैं।",P
यह हेनरी लुई गेट्स के PBS स्पेशल 'वंडर्स ऑफ़ द अफ्रीकन वर्ल्ड' के मुख्य स्टॉप में से एक था।,हेनरी लुइस गेट्स के पीबीएस स्पेशल वंडर्स ऑफ द अफ्रीकन वर्ल्ड के दौरान यह प्रमुख पड़ावों में से एक था।,P
पृथ्वी-दो जमीन से जमीन पर तीन सौ प्च्चास किलोमीटर तक मार कर सकती है।,परणामु सक्षम पृथ्वी-दो में अपनी तरफ आने वाली किसी भी बैलिस्टिक मिसाइल को नष्ट करने की क्षमता है।,NP
  इस देरी का खामियाजा टीम इंडिया को सीरीज गंवाकर उठाना पड़ा। क्योंकि अगर मैच तय वक्त पर शुरू हुआ होता तो मैच का रिजल्ट निकल सकता था।,  ऐसे में डकवर्थ लुईस मेथड से मैच का रिजल्ट निकल सकता था।,NP
" ये बगदाद के पश्चिमी हिस्से का मुख्य हॉस्पिटल है, जिसमें इमरजेंसी केयर से लेकर सभी तरह की फैसिलिटी है।",   इस हॉस्पिटल पर करप्शन के कई आरोप लगे हैं।  पहले भी कई पेशेन्ट्स ने सोशल मीडिया पर यहां की बदइंतजामी की फोटोज भी शेयर की थीं।,NP
"वह शायद ऐसा अकेला देश होगा, जिसने अपनी ही आबादी पर एफ 16 विमानों से बम बरसाए।  बलूचों के नेता अकबर बुगती को तो गुफा में मिसाइल दागकर मारा गया।","इस हादसे के बाद हॉस्पिटल से सात बच्चों और 29 महिलाओं को निकाल लिया गया।  इनमें से 19 महिलाएं आग में झुलस गई हैं, जिन्हें दूसरे हॉस्पिटल में शिफ्ट किया गया है। ",NP
हाफिज सईद और लश्कर के सदस्य लखवी भी भारत को इस्लाम का दुश्मन मानते थे।,इस रणक्षेत्र में बर्फीले तूफान में एक जेसीओ और नौ जवान फंस गए थे,NP
कॉमेडियन कपिल शर्मा और उनके सुपरहिट शो 'कॉमेडी नाइट्स विद कपिल' के फैंस ने कभी नहीं सोचा होगा कि उनकी संडे की छुट्टी में हंसी-खुशी घोलने वाला यह शो कभी कॉमेडी नाइट्स विदआउट कपिल भी होगा।,कॉमेडी शो 'कॉमेडी नाइट्स विद कपिल' के दोबारा शुरू होने कली खबरे|,NP
राष्टपति के आदेश को राजा का आदेश नहीं माना जा सकता।,केन्द्र ने उत्तराखंड में राष्ट्रपति शासन हटाने के आदेश को उच्चतम न्यायालय में चुनौती दी है|,NP
मैंने हाल में इस्लामिक स्टेट ऑफ इराक एवं सीरिया (आईएसआईएस) के साथ बातचीत शुरू करने की कोशिश की थी।,इस्लामिक स्टेट (आईएस) से बातचीत शुरू करने की कोशिश मैंने हल ही में कोशिश की थी|,P
पांच  जनवरी को रिकार्ड किए गए दिल दहला देने वाले इस वीडियो में साफ नजर आ रहा है कि संगीता जैन नाम की ये महिला अपनी स्त्रह साल की बुजुर्ग सास राजरानी जैन की बुरी तरह से पिटाई कर रही है।,दिल दहला देने वाला यह वीडियो उत्तर प्रदेश के बिजनौर में रहने वाले एक परिवार का है जिमसें एक बहू अपनी सास को बुरी तरह पीट रही है।,P
दो हज़ार छ्ह में पाकिस्तानी में खुफिया एजेंसी ने लादेन को हिंदुकुश से पकड़ा था,पाकिस्तान ने 2006 में लादेन को हिंदुकुश की पहाड़ियों से गिरफ्तार किया था।,P
सभी लोगों से मेरा बस यही कहना है की आप हमारे साथ वैसा ही व्यवहार करें जैसा हम आपसे करते हैं |,मैं लोगों से सिर्फ इतना कहता हूं कि आप हमारे साथ वैसा ही व्यवहार करें जैसा हम आपके साथ करते हैं।,P
इनलाइन स्केट पर एक आदमी स्केट पार्क में स्केट कर रहा है,इनलाइन स्केट्स पर एक आदमी स्केटिंग के लिए बनाया गया पार्क में स्केटिंग कर रहा है,P
 कई बार नोटिस दिए जाने के बावजूद माल्या ईडी अधिकारियों के सामने पेश नहीं हुए हैं।,माल्या ईडी अधिकारियों के सामने कई बार नोटिस दिए जाने के बावजूद भी पेश नहीं हुए।,P
एक महिला व्यायाम कर रही है,एक व्यक्ति व्यायाम कर रहा है,P
रात करीब 11 बजे महिला का पृथ्वीपुर अस्पताल में मेडिकल हुआ। ,महिला का पृथ्वीपुर अस्पताल में रात को करीब 11 बजे  मेडिकल हुआ।,P
डी-कंपनी के कुछ  सदस्यों को देश में मोदी सरकार बनने बाद तनाव पैदा करने और संघ नेताओं पर हमला करने का काम दिया गया था।,बीएसपी सांसद की बहू ने गोली मारकर खुदकुशी की|,NP
चांद की सतह चट्टानों और धूल से बनी है. चांद की बाहरी परत को क्रस्ट कहते हैं.,चंद्रमा की सतह चट्टानों और धूल से बनी है।,P
इस मामले में लोकल पुलिस ने उसके पाकिस्तानी पड़ोसी को अरेस्ट किया है।,दो हज़ार पच्चास् तक विदेशों से खरीदकर मंगवाना होगा पीने का पानी|,NP
एक आदमी दौड़ रहा है,एक आदमी खड़ा है,NP
बोर्ड पर कोई भी हवा में कूद नहीं रहा है,कोई बोर्ड पर हवा में कूद रहा है,NP
  भुवनेश्वर कुमार ने 17वें ओवर में आंद्रे रसेल (13 रन) को आउट कर आठवां विकेट गिराया।,  ब्रेथवेट 10 बॉल पर 18 रन बनाकर आउट हुए।,NP
महिलाओं को खरगोशों के कान और नस्ल के नंबर पहने हुए हैं और वे दूर से किसी चीज़ की ओर इशारा कर रहे हैं,कई महिलाएं गुलाबी खरगोश कान पहन रही हैं और दाईं ओर इशारा कर रही हैं,P
एक कुत्ता सफेद बर्फ के माध्यम से दौड़ रहा है,बर्फ में एक कुत्ता दौड़ रहा है,P
पूर्वी दिल्ली के गांधीनगर व दक्षिण दिल्ली की सनलाइट कॉलोनी में सोमवार को सिलेंडर फ्टा था,ये ब्लास्ट गांधीनगर और सनलाइट कॉलोनी में हुई।,P
कुर्सी पर कोई आदमी नहीं बैठा है,"लड़की, जो छोटी है, अपने बालों को एक घोड़े की पूंछ में पोंछ रही है।",NP
दलित छात्र की  खुदकुशी पर सियासतः केजरी के निशाने पर मोदी|,दलित छात्र की खुदकुशी पर सियासत: केजरीवाल का मोदी पर हमला,P
पुरुष कार के ट्रंक में सावधानीपूर्वक सूटकेस डाल रहे हैं,पुरुष कार के ट्रंक में सूटकेस पैक कर रहे हैं,P
सड़क पर नृत्य करने वाला कोई पुरुष नहीं है,सड़क पर एक आदमी नाच रहा है,NP
"हड़ताल पर कर्मचारी, गोपाल राय के घर के बाहर कूड़ा फेंका",हड़ताली कर्मचारियों ने गोपाल राय के दफ्तर के बाहर लगाया कूड़े का ढेर,P
एक काला कुत्ता किसी ऊँची घास में चल रहा है,काला कुत्ता ऊँची घास में चल रहा है,P
एक स्त्री फ्लोट बजा रही है,वह महिला फ्लोट नहीं बज रही है,NP
अगर आप ऐक्शन के नज़दीक रहना चाहते हैं तो आपको म्यूज़िक के नज़दीक वाली कैंपिंग साइट पर जल्दी से जल्दी पहुँचना होगा.,यदि आप एक्शन के करीब रहना चाहते हैं तो आपको संगीत के करीब एक शिविर स्थल प्राप्त करने के लिए जल्दी आना होगा।,P
"सड़क किनारे बैठ सोनू निगम गाते रहे गाना, कोई नहीं पहचान पाया|",भारत ने आज परमाणु क्षमता संपन्न और स्वदेश में विकसित ‘पृथ्वी दो’ मिसाइल का सफल प्रक्षेपण किया,NP
"अधिकांश मठों में बिना तैयारी के आने वाली महिलाओं के लिए सिर पर लपेटने का कपडा उपलब्ध कराया जाता है, लेकिन अगर आप अपना, विशेष रूप से चमकीले रंग का कपड़ा लाते हैं, तो आपको प्रवेश द्वार पर साधु या नन से एक प्यारी सी मुस्कान मिलेगी।","मठों के अधिकांश महिलाओं को जो तैयार नहीं आने के लिए wraps प्रदान करते हैं, लेकिन अगर आप अपने खुद के लाने के लिए, विशेष रूप से चमकीले रंग के साथ एक, आप प्रवेश द्वार पर भिक्षु या नन से एक मुस्कान मिल जाएगा ।",P
एक महिला और एक कुत्ता एक पेड़ के झुंड के पास खड़े हैं,एक महिला और एक कुत्ता एक पेड़ के झुंड पर बैठे हैं,NP
इन शिक्षकों के संगठन का नेतृत्व कर रही सेंटर फॉर लॉ एंड गवर्नेंस की प्रोफेसर अमिता सिंह ने इस डॉक्युमेंट को तेयार किया| ,अमिता सिंह का दावा है कि जेएनयू हॉस्टल के मेसों में सेक्स वर्कर्स का काम करना एक आम बात है।,NP
कोई भी लाल वर्दी वाला आदमी एक गंदगी बाइक दौड़ में कूद नहीं रहा है,लाल वर्दी में एक आदमी एक गंदगी बाइक दौड़ में कूद रहा है,NP
अगले महीने शादी करेंगे पेसर इरफान पठान,मेरे पास विकेट लेने का लाइसेंस: अश्विन,NP
वास्तुकार ने सभागार में ध्वनि सुधारने और खुलापन देने के लिए गुंबददार छत का प्रस्ताव रखा।,आर्किटेक्ट ने हॉल में बेहतर ध्वनि और खुलापन लाने हेतु गुंबदनुमा छत का प्रस्ताव रखा।,P
सचिन द्वारा दिए गए गिफ्ट की जानकारी बीसीसीआई ने ट्वीट कर के दी|,यह बात पहले ही सामने आ चुकी है कि आतंकियों ने  एसपी सलविंदर सिंह के ज्वेलर दोस्त राजेश वर्मा  के फोन से अपनी मां से   कॉल पर बात की थी।,NP
चार भूरे कुत्तों का एक समूह भूरे घास के मैदान में खेल रहा है,चार कुत्ते घास वाले क्षेत्र में नहीं खेल रहे हैं,NP
भारत और पाकिस्तान के विदेश सचिवों के बीच आज मुलाकात हुई|,सुषमा स्वराज को कार्डियो न्यूरो सेंटर में भर्ती किया गया|,NP
एक व्यक्ति मक्खन के टुकड़ों को एक मिश्रण कटोरे में काट रहा है,मक्खन के कटोरे में मक्खन के टुकड़े काटने वाला कोई आदमी नहीं है,NP
औरत आदमी पर मेकअप डाल रही है,एक आदमी का चेहरा एक महिला द्वारा चित्रित किया जा रहा है,P
"जानिए, आखिर अनुष्का शर्मा ने सलमान खान को क्यों ज़ड़ दिया थप्पड़","मुंबई हमले में जज के सामने डेविड हेडली का कबूलनामा, जानें पूरी डिटेल",NP
मिलान कोर्ट ऑफ अपील्स ने सोमवार को दिए फैसले में माना कि इस हेलिकॉप्टर डील में करप्शन हुआ और और इसमें इंडियन एयरफोर्स के पूर्व चीफ एसपी. त्यागी भी शामिल थे।,यह वीवीआईपी हेलीकॉप्टर डील 2010 में हुई थी। इटली के मिलान कोर्ट ऑफ अपील्स के मुताबिक इस डील में भ्रष्टाचार हुआ और पूर्व वायुसेना प्रमुख एसपी त्यागी की शमूलियत इसमें बताई गई।,P
टाइम मैगज़ीन के सौ सबसे पावरफुल लोगों की लिस्ट में प्रियंका चोपड़ा|,सानिया का प्रोफाइल सचिन द्वारा लिखा गया|,NP
पीएम मोदी ने खुद को बताया मजदूर नंबर वन|,पीएम मोदी ने  कहा-मैं देश का मजदूर नंबर-वन|,P
छोटा बच्चा फुटपाथ पर तीन पहिया स्कूटर चला रहा है,एक बच्चा प्लास्टिक की स्कूटर खिलौना चला रहा है,P
"कई मामलों में, विदेश में किसी एक साल के गैप वाले कोर्स में दाखिला लेने से, असल में आपको अपने देश में उच्च शिक्षा वाले किसी कोर्स में दाखिला लेने की संभावना बढ़ जाती है.","कई मामलों में, विदेश में गैप-ईयरकोर्स में दाखिला लेने से वास्तव में आपके अपने देश में उच्च शिक्षा में वापस जाने की संभावना में सुधार हो सकता है।",P
एक बंदर किसी व्यक्ति के दस्ताने वाले हाथ पर लात मार रहा है,बंदर मार्शल आर्ट्स का अभ्यास नहीं कर रहा है,NP
चिक्कू रॉबर्ट यहां सलाह सिटी के बदर अल समा हॉस्पिटल में काम करती थी।,वहीं केंद्रीय भूजल बोर्ड के आंकड़ों के मुताबिक दो हज़ार पच्चास  तक जल उपलब्धता सिर्फ बायीस फीसदी ही रह जाएगी।,NP
एक औरत गाजर काट नहीं रही है,एक महिला गाजर काट रही है,NP
"मैं 'आंबेडकर भक्त', आरक्षण पर खरोंच नहीं आने दूंगाः मोदी",बाबा साहब  का भक्त': पीएम मोदी,P
आचार समिति ने भी इसे खारिज कर दिया है।,एथिक्स कमेटी ने भी विजय माल्या के इस्तीफा खारिज कर दिया है।,P
आदमी एक मछली पकड़ रहा है,एक आदमी मछली पकड़ रहा है,P
  लुईस ने अपनी सेन्चुरी केवल 48 बॉल्स पर पूरी की।,  वेस्ट इंडीज के 150 रन 10.3 ओवर (63 बॉल) में पूरे हुए। जबकि 200 रन 15.1 ओवर (91 बॉल) पर पूरे हुए।,NP
पुलिस अधीक्षक चंद्र शेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे.,पुलिस अधीक्षक चंद्र शेखर सोलंकी ने बताया कि आरोपी अदालत में ढके चेहरों के साथ पेश हुए।,P
एक बच्चा खुशी से रेंग रहा है,एक बच्चा बैठा है,NP
"अन्य बायोरिदम-आधारित विकल्पों में सोने से पहले बहुत सारे तरल पदार्थ पीना (विशेष रूप से पानी या चाय, एक प्रचलित मूत्रवर्धक) शामिल है, जिससे व्यक्ति को मूत्र करने के लिए मजबूर होना पड़ता है”.","अन्य बायोरिथम आधारित विकल्पों में सोने से पहले बहुत सारा तरल पदार्थ (विशेष रूप से पानी या चाय, एक ज्ञात मूत्रवर्धक) पीना शामिल है, जिससे व्यक्ति को पेशाब करने के लिए मजबूर होना पड़ता है।",NP
