sentence1,sentence2,label
मिससौरी स्टेट कोर्ट ने कंपनी को  आदेश दिया है कि वह पीडि़त महिला को तीन सौ चौहत्तर करोड़ रुपए का जुर्माना दे। ,अमरीका की एक अदालत ने बेबी प्रोडक्ट बनाने वाली कंपनी जॉनसन एंड जॉनसन (जेएंडजे) को एक महिला को तीन सौ चौहत्तर करोड़ मुआवजा देने का आदेश दिया है। ,P
आदमी कैमरा सेट कर रहा है और समुद्र तट पर सूर्यास्त की तस्वीरें ले रहा है,एक आदमी झील की तस्वीरें ले रहा है,NP
एक व्यक्ति स्वार्थी रूप से एक चिह्न पकड़ रहा है और पैसे की तलाश कर रहा है,एक आदमी एक साइन पकड़ रहा है और पैसे की तलाश कर रहा है,P
"विदेश मंत्री सुषमा स्वराज की तबीयत बिगड़ी, एम्स में भर्ती|",अंडरवर्ल्ड डॉन दाऊद इब्राहिम के पैर में गैंगरीन होने की खबर है|,NP
"उनकी टीम के साथी फ़र्नांडो अलोंसो अधिकांश दौड़ में आगे थे, लेकिन अपने अल्प-विराम के ठीक बाद इसे रोक दिया, शायद इसलिए क्योंकि सामने वाला पहिया बुरी तरह से सिकुड़ गया था.","उनकी टीममेट फर्नांडो एलोन्सो ज्यादातर रेस के लिए अग्रणी थी, लेकिन अपने गड्ढे-बचाव के ठीक बाद इसे खत्म कर दिया, शायद क्योंकि एक बुरी तरह से सही मोर्च व्हील टक गया।",P
 पवार नेशनल कांग्रेस पार्टी के प्रेसिडेंट हैं।,नेशनल कांग्रेस पार्टी के अब पवार प्रेसिडेंट हैं।,P
एक बिल्ली का बच्चा ताजा दूध पी रहा है,एक शराबी आदमी एक बिल्ली को दूध दे रहा है,NP
लोगों का समूह एक स्मारक के बाहर जमीन पर बैठा है,कुछ लोग एक स्मारक के बाहर जमीन पर बैठे हैं,P
"हैदराबाद नगर निगम की वेबसाइट पर सनी लियोनी का न्यूड फोटो, हड़कंप|","छोटा शकील ने कहा, 'आपकी एजेंसी के पास बिल्कुल गलत खबर है।",NP
घास वाली पहाड़ी पर कोई कुत्ता नहीं दौड़ता,एक कुत्ता एक घास वाली पहाड़ी पर दौड़ रहा है,NP
डीआरडीओ की ओर से इंटीग्रेटेड गाइडेड मिसाइल प्रोग्राम के तहत विकसित की गयी पृथ्वी-दो पहली मिसाइल है ,परमाणु आयुध ले जाने में सक्षम पृथ्वी-दो अपनी तरफ आने वाली किसी भी बैलेस्टिक मिसाइल को नष्ट करने की क्षमता रखती है। ,NP
एक व्यक्ति मोटरसाइकिल चला रहा है,एक व्यक्ति मोटरसाइकिल के पास खड़ा है,NP
बिल्डर कंपनी ऎविआरसिएल के खिलाफ तीन केस दर्ज किए गए हैं।,फ्लाइओवर के निर्माण का काम हैदराबाद स्थित ऎविआरसिएल  कंपनी पर  इस घटना के संबंध में  तीन मामले दर्ज किए गए हैं।,P
ओसामा पाकिस्तानी मिलिट्री एकेडमी के पास बने घर में रह रहा था, ओसामा का ठिकाना कम्युनिटी मिलिटरी अकेडमी के निकट था।‘,P
एक सफेद रेस कार एक तालाब के माध्यम से ड्राइव कर रही है,एक सफेद रेसिंग वाहन एक तालाब के माध्यम से चला रहा है,P
आदमी एक नदी के किनारे घोड़े पर सवार है,घोड़े पर सवार कोई आदमी नहीं है,NP
"पायलट की जिद से दो घंटे लेट हुई फ्लाइट, किसी महिला को साथ ले जाना चाहता था",पसंदीदा महिला की मांग के लिए ढ़ाई घंटे रोके रखा विमान,P
टीकमगढ़ से करीब 60 किलोमीटर दूर स्थित जेरोन थाने के गांव लोहरगवां में रविवार सुबह करीब 11 बजे पीड़िता अपने खेत पर चारा काट रही थी। ,टीकमगढ़ से 60 किलोमीटर दूर जेरोन थाने के गांव लोहरगवां में रविवार सुबह 11 बजे पीड़ित औरत अपने खेत पर चारा काट रही थी। ,P
कुत्ता एक लड़के को पानी में धकेल रहा है,एक कुत्ता एक बच्चे को बारिश के तालाब में धकेल रहा है,NP
उनका कहना है कि ज्यादातर संपत्तियों पर गांधी फैमिली का नाम क्यों है?,देश में कई जगहों का नाम गांधी फैमिली से जुड़े नेताओं के नाम पर रखे जाने को लेकर ऋषि कपूर भड़क गए हैं।,NP
पिटीशन में आरोप लगाया था माल्या ने ब्रिटिश फर्म से मिले 4 करोड़ डॉलर समेत अपनी पूरी संपत्ति की जानकारी नहीं दी थी।, माल्या से बंद लिफाफे में संपत्ति की जानकारी मांगी थी सुप्रीम कोर्ट ने। ,NP
"मेरठ से जुडे़ पठानकोट आतंकी हमले के तार, मिले सबूत|","पठानकोट हमले का बिहार कनेक्शन,सबूत मिले|",P
सुप्रीम कोर्ट की फटकार के बाद भी आजम अपने बयान पर कायम हैं। , सरकार का फर्ज बनता है कि लगातार हो रही एक जैसी रेप की घटनाएं के पीछे की सच्चाई का पता लगाया जाये।,NP
बिपाशा बसु ने करण सिंह ग्रोवर संग रचाई शादी,उन्होंने कहा कि पाक की मिली भगत के बिना एबटाबाद में अमेरिकी हेलीकॉप्टर प्रवेश नहीं कर सकता था।,NP
एक आदमी घोड़े पर सवार है,एक आदमी एक घोड़े पर सवारी कर रहा है,P
पूरे राज्य में हाई अलर्ट है। ,"उत्तराखंड:जंगल की आग बुझाने को उतरी वायुसेना, हेलीकॉप्‍टर से पानी का छिड़काव ",NP
आदमी रोटी काट रहा है,आदमी रोटी काट रहा है,P
आतंकवाद मामलों के जानकारों और मानवाधिकार समूहों का कहना है कि इस्लामिक स्टेट पर इराक और सीरिया में जिस तरह से दबाव बढ़ रहा है,"शोध के अनुसार, वित्तीय स्थिति लगातार खराब होने के कारण आइएस अपने प्रभाव वाले क्षेत्रों में कर और जुर्माने बढ़ाता जा रहा है।",NP
एक आदमी एक कटोरे के किनारे को साफ कर रहा है,एक कटोरे के किनारे को पोंछने वाला कोई आदमी नहीं है,NP
प्रधानमंत्री नरेंद्र मोदी ने सोमवार को दिल्ली में बी आर अंबेडकर राष्ट्रीय स्मारक के लिए आधारशिला रखी|,पीएम नरेंद्र मोदी ने सोमवार को डॉ. भीमराव आंबेडकर नैशनल मेमोरियल की आधारशिला राखी|,P
अगर आप ऐक्शन के नज़दीक रहना चाहते हैं तो आपको म्यूज़िक के नज़दीक वाली कैंपिंग साइट पर जल्दी से जल्दी पहुँचना होगा.,यदि आप कार्रवाई के करीब होना चाहते है आप के लिए जल्दी में पाने के लिए एक डेरा डाले हुए साइट संगीत के करीब पाने के लिए जा रहे हैं ।,P
 दो महीने में उन्होंने यह दूसरी बार बदलाव किया है। रिपब्लिकन उम्मीदवार ट्रम्प ने कंजरवेटिव वेबसाइट ब्रेटबर्ट न्यूज के प्रमुख स्टीफन बेनन को प्रचार अभियान का सीईओ बनाया है।, यूनिवर्सिटी ऑफ टेक्सास की स्टडी में कहा गया है दुनिया के कई देशों में रोबोट बनाने की दिशा में तेजी से काम हो रहा है।,NP
शांति प्रस्ताव पर इस्लामिक स्टेट् ने रविशंकर को भेजी सिर कटे शव की फोटो,"रविशंकर ने की शांति प्रस्ताव पर बातचीत की कोशिश, इस्लामिक स्टेट्  ने भेजी सिर कटे शव की तस्वीर",P
 रात को दो बजे कुत्तों के भौंकने पर दोनों सेल्समैन उठे।,  कुत्तों के रात को दो बजे भौंकने पर दोनों सेल्समैन उठे।,P
बेटी ने चौदह  अप्रैल को अपनी मां के गायब होने की शिकायत दर्ज कराई थी।,पाकिस्तान मे पहले तीन दिन में ही देश भर में फिल्म ने पांच करोड़ रुपये की कमाई की है।,NP
एक खरगोश खिलौना खरगोश के साथ खेल रहा है,एक भरवां खरगोश के साथ कोई खरगोश नहीं खेलता है,NP
बूढ़े और गरीब दिख रहे इस फेमस बॉलिवुड सिंगर को कोई पहचान नहीं पाया|,पेश किया गया 99 रुपये वाला एंड्रॉयड फोन|,NP
एक महिला एक कटोरे में दो अंडे तोड़ रही है,कुछ सामग्री को एक व्यक्ति द्वारा एक कटोरे में अलग किया जा रहा है,NP
गुरुवार को सीबीआई जांच में सहयोग करने वाले आईपीएस अफसर व एसआईटी टीम के प्रमुख सतीश वर्मा ने कहा है कि साल दो हज़ार चार  में गुजरात में हुआ ये एनकाउंटर इशरत जहां की पूर्व नियोजित हत्या थी।,इशरत एनकाउंटर मामले में ताजा विवाद के बीच कोर्ट द्वारा नियुक्त एसआईटी जांच टीम के सदस्य रहे आईपीएस अफसर सतीश वर्मा ने बुधवार को फिर कहा कि इशरत जहां का एनकाउंटर फर्जी था।,P
एक बंदर एक व्यक्ति को लात मार रहा है,एक व्यक्ति को एक बंदर द्वारा चकमा दिया जा रहा है,P
बाइक पर कोई व्यक्ति नहीं है,एक व्यक्ति साइकिल चला रहा है,NP
मह‌िलाएं अब शन‌ि महाराज का तैलाभ‌िषेक कर शन‌ि महाराज की कृपा पा सकेंगी|,"कुपवाड़ा में सुरक्षा बलों और प्रदर्शनकारियों में झड़प, दो की मौत|",NP
लादेन को मार गिराने का समझौता किए जाने से पाकिस्तान के कुछ जनरल नाराज थे।,लादेन को मरवाने के लिए अमेरिका के साथ पाक ने की थी डील|,NP
नियम प्रत्येक आवेदक से नगरपालिका में निवास का प्रमाण देने की मांग करता है।,नियम आवेदकों से विभिन्न निवास प्रमाणपत्रों की एक सूची माँगता है।,NP
एक आदमी झंडे के पास सूर्यास्त के सामने एक नाव पर शांति से बैठा है,एक आदमी सूर्यास्त के सामने एक नाव पर है,P
फाइनल वर्जन बनाने में दस से पन्द्रह साल लगेंगे|,एलीट क्लब में शामिल हुआ भारत|,NP
आदमी एक हथौड़ा का उपयोग एक कंक्रीट ब्लॉक को तोड़ने के लिए कर रहा है जो किसी अन्य व्यक्ति पर है,एक आदमी एक स्लेज हथौड़ा से कंक्रीट की स्लैब तोड़ रहा है,P
आदमी एक घोड़े से गिराया जा रहा है,कोई घोड़े पर है,NP
युवती एक और महिला के घुटने को माप रही है,औरत दूसरी औरत को माप रही है,P
कामागाटा मारू घटना के सौ  साल बाद कनाडा के पीएम मांगेंगे माफी|,भारत से जुड़ी इस घटना के लिए कनाड़ा के पिएम ने सौ साल बाद मांगी माफी|,P
न्यूज एजेंसी रॉयटर्स की खबरों के मुताबिक प्लेन को हाइजैक करने वाले आतंकी ने अपने शरीर पर विस्फोटक बांध रखा है।,"तीन देशों के दौरे पर रवाना हुए पीएम, बोले- दुख की घड़ी में ब्रसेल्स के साथ हैं",NP
एक आदमी प्लास्टिक से बने कंटेनर को पूरी तरह से खाली कर रहा है,एक आदमी प्लास्टिक से बने कंटेनर को खाली कर रहा है,P
एक पांडा भालू कुछ बांस खा रहा है,पांडा बांस नहीं खा रहा है,NP
कुछ सोशल नेटवर्किंग वेबसाइटों द्वारा हाल ही में जम्मू-कश्मीर को पाकिस्तान और अरूणाचल प्रदेश को चीन का हिस्सा बताए जाने के बाद सरकार ने यह कदम उठाया है।,मंत्रालय की तीन सदस्‍यीय एक टीम एनआईटी पहुंच चुकी है और परीक्षा होने तक श्रीनगर में ही रहेगी।,NP
एम्मार एमजीएफ का नाम कॉमनवेल्थ गेम्स घोटाले में भी आया था,"भाजपा एमपि ने अगस्ता डील के आरोपी दलाल  गुईदो हेशके, कनिष्क  कुमार सिंह और रियल एस्टेट कंपनी एम्मार एमजीएफ के संबंधों की जांच की मांग की.",NP
एक लड़की गिटार बजा रही है,व्यक्ति गिटार का अभ्यास कर रहा है,P
ऑड-ईवन फॉर्मूले का ब्लू प्रिंट जारी|,प्रतिबंधों की चेतावनी की अनदेखी करते हुए उत्तर कोरिया ने आज रॉकेट का प्रक्षेपण किया|,NP
ओडिशा के कालाहांडी में सरकारी अस्पताल में दाना मांझी की पत्नी अमंग देवी की टीबी के इलाज के दौरान मौत हो गई थी। ,कालाहांडी (ओडिशा) के सरकारी अस्पताल में दाना मांझी की पत्नी की टीबी के इलाज के दौरान हुई थी मौत। ,P
आदमी मंजिल अभ्यास कर रहा है,एक आदमी व्यायाम कर रहा है,P
दौड़ में दो पुरुष ट्रैक्टर के टायर घुमा रहे हैं,दौड़ में दो लोग ट्रैक्टर के टायर घुमा रहे हैं,P
कनाडा ने इस मामले में अपनी गलती को स्वीकार करते हुए अठारह मई को देश की संसद में एक प्रस्ताव के जरिए माफी मांगने का ऐलान किया है,इक्वाडोर में तड़के आए भीषण भूकंप से मरने वालों की संख्या दो सौ बहत्तर  तक पहुंच गई है|,NP
ओसामा बिन लादेन को मारने वाले 'अमेरिकी अभियान' से अवगत था पाकिस्तान|,"उत्तराखंड के जगंलों में लगी भीषण आग बुझाने पहुंचा एमआई-17 हेलीकॉप्टर, ऊपर से होगी पानी की बौछार|",NP
एक महिला एक मिर्च काट रही है जो हरा है,एक महिला एक हरे मक्खन को काट रही है,P
एक आदमी एक गिटार रख रहा है,एक आदमी गिटार बजा रहा है,NP
मोदी चौथा  न्यूक्लियर सिक्युरिटी समिट में हिस्सा लेने के लिए इक्त्तीस मार्च को वॉशिंगटन डीसी पहुंचेंगे।,मोदी ब्रसेल्स के बाद वाशिंगटन जाएंगे जहां वह इक्त्तिस  मार्च और एक अपै्रल को परमाणु सुरक्षा सम्मेलन में भाग लेंगे.,P
एक बड़ी बिल्ली अपने पांवों से एक प्लास्टिक के दराज को खोल रही है और अंदर कूद रही है,एक बिल्ली एक दराज खोल रही है और अंदर कूद रही है,P
कैंपस के सूत्र इस बात पर यह तर्क दे रहे हैं कि एआईएसएफ और आईसा व एबीवीपी के पदाधिकारी इस पर सेंट्रल पैनल की चार सीटों पर जीते हुए है मगर 9 फरवरी के विवाद और कैंपस में चले स्वतंत्रता दिवस उत्सव के बाद पूरा माहौल बदला हुआ है।,"  मुलायम के पास 2 घर, एक इटावा और एक लखनऊ में, जबकि एक घर सैफई में है। ",NP
कुंदन श्रीवास्तव नाम के एक व्यक्ति ने ये वीडियो फेसबुक पर डाली है|,इस वीडियो को सामाजिक कार्यकर्ता कुंदन श्रीवास्तव ने अपने फेसबुक पेज पर साझा किया है,P
उत्तरी कोलकाता के गिऱीश पार्क एरिया में एक निर्माणाधीन ब्रिज गिरने से दस  लोगों की मौत हो गई,अब भी एक सौ पच्चास से ज्यादा लोगों के फंसे होने की आशंका है,NP
एक शिशु गैंडा और उसकी माँ एक पेन में खड़े हैं,एक शिशु गैंडा एक वयस्क गैंडा का पीछा कर रहा है,NP
एक महिला एक ऑक्टोपस को काट रही है,एक महिला एक ऑक्टोपस काट रही है,P
पीएम नरेंद्र मोदी ने बलिया से आज 'प्रधानमंत्री उज्जवला योजना' की शुरुआत की|,अमेरिकी राष्ट्रपति बराक ओबामा हर साल व्हाइट हाउस में डिनर का एक खास प्रोग्राम रखते हैं।,NP
सी.बी.आई. ने त्यागी और उनके रिश्तेदारों एवं यूरोपीय बिचौलियों समेत तेरह् अन्य लोगों के खिलाफ मामला दर्ज किया था। ,सी.बी.आई.  त्यागी और उनके रिश्तेदारों एवं यूरोपीय बिचौलियों समेत तेरह् अन्य लोगों के खिलाफ  जांच  जारी कर रहा है. ,P
केंद्रीय मंत्री और पूर्व सेना प्रमुख वीके सिंह ने भी कहा कि उनके साथ और भी कई लोग इस घोटाले में शामिल हैं। ,केंद्रीय मंत्री वीके सिंह ने भी कहा कि त्यागी के साथ और  कई लोग इस घोटाले में शामिल हैं। ,P
 आरोपियों में से एक युवक रेलवे कर्मचारी है|,आरोपी युवको में से एक युवक रेलवे कर्मचारी भी है|,P
मेरे पास सर्कल के बाहर एक अतिरिक्त फील्डर भी था जो बहुत लाभदायक साबित हुआ।,हत्या के एक अन्य मामले में मिली उम्रकैद की सजा को बहाल रखा है।,NP
वाराणसी जैसे शहरों में भी आंशिक असर देखने को मिला।,साल के पहले सूर्यग्रहण की शुरूआत हो चुकी है।,NP
"हालाँकि मौसम पूर्वानुमान में भारी बारिश की संभावना थी, पूरे कार्यक्रम में कोई रुकावट नहीं आई।","मौसम पूर्वानुमान में धूप की भविष्यवाणी की गई थी, लेकिन पूरे कार्यक्रम में बारिश ने सब कुछ बिगाड़ दिया।",NP
लोग एक चट्टानी धारा के ऊपर एक रस्सी पुल पर चल रहे हैं,लोग एक चट्टानी धारा पर रस्सी की पुल पर नहीं चल रहे हैं,NP
इसके लिए उन्होंने रणदीप हुड्डा ने महीने में ही अठारह  किलो वजन घटाया।,इस फिल्म के लिए रणदीप हुडा ने अठायीस दिनों में अठारह किलो वजन घटाया है।,P
एक आदमी दो कुत्तों को गले लगा रहा है,दो कुत्तों को एक आदमी द्वारा चूसा जा रहा है,P
"आतंकी हमले में एक प्रोफेसर ,दो  छात्रों, एक गार्ड समेत तीन और लोगों की मौत हो चुकी है।","आतंकी हमले में तीन लोगों के मारे जाने की खबर है इस में  एक प्रोफेसर, दो छात्र और एक गॉर्ड मारे गये हैं",P
लड़का नीले समुद्र के पास बैठा है,लड़का नीले महासागर में चल रहा है,NP
एक श्वेत व्यक्ति कठिनाई के साथ भूरे पानी के माध्यम से कुत्ता चल रहा है,एक सफेद और भूरे रंग का कुत्ता पानी में मुश्किल से चल रहा है,NP
मोदी का यहां इंडियन कम्युनिटी को भी एड्रेस करने का प्रोग्राम है।,जबकि उस वक्त हमारी टीम एक -दो  से पिछड़ रही थी।',NP
"जेटली से मांगें माफी, कोर्ट जाकर भी मानें गलती",जेटली से मांगें माफी और कोर्ट में जाकर भी अपनी गलती मानें|,P
इसके अलावा फिल्म 'इट्स मैन्स वर्ल्ड' में वो लीड रोल में नजर आए थे।,पांच बार की ग्रैंड स्लैम विनर मारिया शारापोवा ऑस्ट्रेलियन ओपन के डोप टेस्ट में फेल हो गई थीं।,NP
संसद में बजट पर चर्चा का जवाब दिए जाने के दौरान जेटली इस प्रस्ताव को वापस लेने की घोषणा कर सकते हैं।,संसद में बजट पर चर्चा का जवाब दिए जाने के दौरान वित्त मन्त्री  इस प्रस्ताव को वापस लेने की घोषणा कर सकते हैं।,P
इसके बाद जीआरपी का सिपाही हरनारायण सिंह जेबकतरे की तलाश में स्टेशन पर घूमने लगा। ,सिपाही ने बचे के बेहोश होने के बाद उसे जोर से प्लेटफार्म पर पटक दिया|,NP
कोई काला-सफेद मोटरसाइकिल पर है और सीट पर खड़ा है,कोई भी मोटरसाइकिल सवार मोटरसाइकिल की सीट पर खड़ा नहीं है,NP
इस योजना का उद्देश्य देशभर में गरीबी की रेखा से नीचे रहने वाले करीब पांच करोड़ परिवारों को एलपीजी के कनेक्शन प्रदान करना है।,प्रधानमंत्री उज्जव लाइफ योजना का उद्देश्य देशभर में गरीबी की रेखा से नीचे रहने वाले करीब पांच करोड़ परिवारों को एलपीजी के कनेक्शन प्रदान करना है।,P
दाऊद को गैंगरीन होने की खबर पर छोटा शकील बोला भाई बिलकुल ठीक|,"दाऊद इब्राहिम को गैंगरीन, पैर काटने की नौबत|",NP
एक कुत्ता एक ट्रैंपॉलिन पर कूद रहा है,एक कुत्ता एक ट्रैंपॉलिन पर कूद रहा है,P
कपिल शर्मा फोर्ब्स की लिस्ट में भी बना चुके हैं जगह,उर्मिला और मोहसिन की मुलाकात दो हज़ार चौदह  में मनीष मल्होत्रा की भतीजी के शादी में हुई थी,NP
"1963 में बाँध बनने के बाद, मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी.","1963 में बांध के बनने के बाद, नदी में अवसाद फैलाने वाली मौसमी बाढ़ को रोक दिया गया।",P
"सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","गुफा के प्रवेश द्वार, जिनका नाम ""सात बहनों"" था, व्यास में कम से कम 100 से 250 मीटर (328 से 820 फीट) हैं।",P
एक आदमी एक बंदूक के लिए एक शोरबाण फिक्स कर रहा है,एक आदमी एक हथियार के लिए एक शोरबाण लगा रहा है,P
एक कैमरे वाला व्यक्ति विषय का अध्ययन कर रहा है,इस विषय का अध्ययन करने वाला कोई भी व्यक्ति कैमरा नहीं है,NP
एक चट्टान पर एक महिला कंबल पर झूठ बोल रही है और एक किताब पढ़ रही है,चट्टान पर एक महिला खड़ी है और चारों ओर देख रही है,NP
एक व्यक्ति एक बिल्ली के फर को पीस रहा है,व्यक्ति एक बिल्ली को ब्रश कर रहा है,P
एयरलिफ्ट' ने पहले दिन बॉक्‍स ऑफिस पर किया बढि़या कलेक्‍शन,एयलिफ्ट' ने पहले दिन कमाए अछे पैसे,P
एक बिल्ली पियानो खेल रही है,एक आदमी दो कीबोर्ड खेल रहा है,NP
इसके बाद पीएम ऑफिस ने बहरीन में मौजूद इंडियन एम्बेसी से कॉन्टैक्ट किया। , फाइनेंशियल मदद के तौर पर कितना अमाउंट दिया गया है  इसकी जानकारी मीडिया रिपोर्ट्स में नहीं है।,NP
एक महान कुत्ता एक ऊंची पहाड़ी पर चढ़ रहा है,एक बड़ा कुत्ता एक ऊंची पहाड़ी पर जंगली चढ़ रहा है,P
बंगाली रस्म-रिवाज के साथ शादी के परिणय सूत्र में बंधे करण-बिपाशा|,बिपाशा लाल रंग के लहंगे में बेहद खूबसूरत लग रही थी।,NP
"सूत्रों के मुताबिक, राहत और बचाव कार्य जारी है।",- उन्होंने लिखा कि- ''एक शख्स ने जेट एयरवेज फ्लाइट में गला दबाने की कोशिश की।'',NP
कांग्रेस उपाध्यक्ष राहुल गांधी के दो दिवसीय मुंबई दौरे की तैयारियों के लिए बुलाई गई मुंबई कांग्रेस की बैठक में मंगलवार को जमकर हंगामा हुआ।,अदालत के सामने झूठ बोलने के लिए रेयात को  नौ साल की अतिरिच्थ सजा दी गयी थी|,NP
"आयोजकों ने स्थल, वक्ता और कार्यक्रम की पुष्टि की और अंत में एक पुरस्कार समारोह की घोषणा भी की।","आयोजकों ने स्थल, वक्ता व कार्यक्रम के साथ-साथ सभी प्रतिभागियों को मुफ्त भोजन और यात्रा भत्ता भी उपलब्ध कराने की घोषणा की।",NP
अश्विन ने तीन मैचों के ब्रेक के बाद वापसी की और आशीष नेहरा के साथ गेंदबाजी का आगाज किया।,अदालत ने कहा कि मामले में कोई भी चश्मदीद गवाह नहीं है,NP
एक महिला ने आंखों की छाया पहनी है,महिला मेकअप निकाल रही है,NP
सड़क पर एक आदमी धीरे-धीरे नृत्य कर रहा है,एक आदमी नृत्य कर रहा है,P
कागज का टुकड़ा काट रहा है,कुछ कागज काटा जा रहा है,P
एक आदमी चट्टान पर नहीं चढ़ रहा है और एक शहर और एक खाड़ी पृष्ठभूमि में हैं,एक आदमी चट्टान पर चढ़ रहा है और एक शहर और एक खाड़ी पृष्ठभूमि में हैं,NP
नरेन्द्र मोदी ने भोजपुरी में अपने भाषण की शुरुआत की|,पीएम मोदी ने  कहा-मैं देश का मजदूर नंबर-वन|,NP
"नीली जैकेट, काले पैंट और सफेद हेलमेट वाली बाइकर गंदे जमीन पर लापरवाही से गाड़ी चला रही है और लोग देख रहे हैं","नीली जैकेट, काले पैंट और सफेद हेलमेट वाली बाइकर जमीन पर ड्राइव कर रही है और लोग देख रहे हैं",P
आदमी पानी में जा रहा है,आदमी पानी में नहीं जा रहा है,NP
गुजरात लायंस ने साउथ अफ्रीका के डेल स्टेन और वेस्टइंडीज के ड्वेन स्मिथ को दो  करोड़ तीस लाख  रुपये में खरीदा।,"डेल स्टेन- दो करोड़ तीस लाख, गुजरात लायंस",P
मोटरसाइकिल पर एक आदमी एक पहिया पर सवारी कर रहा है,एक व्यक्ति मोटरसाइकिल पर चाल चला रहा है,P
इसे भारत का अपना खुद का स्पेस शटल बताया जा रहा है।,इस शटल को एक ठोस रॉकेट मोटर से ले जाया गया|,NP
उसने सही उत्तर दिया।,उसने गलत उत्तर दिया।,NP
सौरभ सेनगुप्ता द्वारा निर्देशित 'इट्स मैन्स वर्ल्ड'   में मोहसिन पुरुष यौनकर्मी के किरदार में नज़र आए थे।,"शारापोवा ने कहा कि उन्हें मेल्डोनियम  दवा के सेवन की वजह से फेल किया गया था,",NP
सदन में शून्यकाल के दौरान बीजेपी सदस्य अनुराग ठाकुर ने यह मामला उठाते हुए कांग्रेस पर आरोप लगाया कि उसने अपने शासनकाल के दौरान देश की शिक्षा को खत्म करने और इतिहास को तोड़ने मरोड़ने का प्रयास किया है|,इससे भी आपत्तिजनक यह बात है कि 'क्रांतिवाद' और  'आतंकवाद' नामक  दो विचारधाराओं के नाम पर ऐसी पुस्तक दिल्ली विश्वविद्यालय में पढ़ाई जा रही है।,NP
एक लाल हेलमेट वाला मोटरसाइकिल चालक सड़क पर नीली मोटरसाइकिल चला रहा है,बिना हेलमेट के एक मोटरसाइकिल चालक सड़क के पास नीली मोटरसाइकिल पर इंतजार कर रहा है,NP
"धौला कुआं, लक्ष्मी नगर और राजौरी गार्डन पर भी ट्रैफिक रेंगता रहा।","धौला कुआं, लक्ष्मी नगर और राजौरी गार्डन पर भी ट्रैफिक थीरे थीरे आगे बड़ा।",P
एक आदमी शॉट बंदूक चला रहा है,कोई शॉटशॉट शूट करने वाला आदमी नहीं है,NP
"सुंदरबन 3,850 वर्ग किलोमीटर में फैला है, जिसमें से करीब एक तिहाई में पानी/दलदल वाला इलाका है.","सुंदरवन 3,850 वर्ग किमी के क्षेत्र को कवर करता है, जिसमें से लगभग एक-तिहाई पानी / दलदली क्षेत्रों मेंशामिल है।",NP
पेंट हाऊस विजय माल्या के ही नाम पर खरीदा गया है।,विजय माल्या ने कहा कि उसे दिए गए लोन का एक भी पैसा परिवार या मित्रों के नाम पर कोई प्रॉपर्टी खरीदने में इस्तेमाल नहीं किया गया है।,NP
