word,antonym,word_hi,antonym_hi
altricial,precocial,परोपकारी,पूर्वानुक्रमिक
altruism,egocentrism,दूसरों का उपकार करने का सिद्धान्त,अहंकारवाद
altruism,egoism,दूसरों का उपकार करने का सिद्धान्त,अहंभाव
altruism,self-centeredness,दूसरों का उपकार करने का सिद्धान्त,स्वयं centeredness
altruism,self-concern,दूसरों का उपकार करने का सिद्धान्त,आत्म चिंता
altruism,self-interest,दूसरों का उपकार करने का सिद्धान्त,लोभ
altruistic,egocentric,परोपकारी,अहंकारपूर्ण
altruistic,egoistic,परोपकारी,अहंमानी
altruistic,egoistical,परोपकारी,अहंकारी
altruistic,self-centered,परोपकारी,आत्मनिर्णय
altruistic,self-centred,परोपकारी,क़ुदग़रज़ी
always,ne'er,हमेशा,नेक
always,never,हमेशा,कभी नहीं
amateur,pro,शौकिया,मुरझाना
amateur,professional,शौकिया,पेशेवर
amateurishly,expertly,शौकिया,विशेषज्ञ रूप
amateurishly,like an expert,शौकिया,एक विशेषज्ञ की तरह
ambidextrous,left-handed,कपटी,बाएं हाथ से काम करने वाला
ambidextrous,right-handed,कपटी,दांए हाथ से काम करने वाला
ambiguity,unambiguity,अस्पष्टता,असंबद्धता
ambiguity,unequivocalness,अस्पष्टता,असमानता
ambiguous,unambiguous,अस्पष्ट,स्पष्ट
ambiguous,unequivocal,अस्पष्ट,स्पष्ट
ambiguous,univocal,अस्पष्ट,एक प्रकार का
ambiguously,unambiguously,अस्पष्ट,स्पष्ट रूप से
ambiguously,unequivocally,अस्पष्ट,स्पष्ट
ambitionless,ambitious,महत्वहीन,महत्वाकांक्षी
ambitious,ambitionless,महत्वाकांक्षी,महत्वहीन
ambitious,unambitious,महत्वाकांक्षी,असंबद्ध
ambitiously,unambitiously,महत्वाकांक्षा,असंबद्धता से
ambiversion,extraversion,अमानवीयता,बहिर्मुखता
ambiversion,extroversion,अमानवीयता,बहिष्कार
ambiversion,introversion,अमानवीयता,अंतर्मुखता
ambiversive,extraversive,अम्बुवर्सिव,अतिरिक्त
ambiversive,extroversive,अम्बुवर्सिव,बहिर्गमन
ambiversive,introversive,अम्बुवर्सिव,अंतर्विरोधीय
ambiversive,introvertive,अम्बुवर्सिव,अंतर्मुखी
ameliorate,aggravate,उन्नति,छेड़ना
ameliorate,decline,उन्नति,गिरावट
ameliorate,exacerbate,उन्नति,ख़राब करना
ameliorate,exasperate,उन्नति,चिढ़ाना
ameliorate,worsen,उन्नति,खराब
amend,aggravate,सुधार करना,छेड़ना
amend,exacerbate,सुधार करना,ख़राब करना
amend,exasperate,सुधार करना,चिढ़ाना
amend,worsen,सुधार करना,खराब
amended,unamended,संशोधन,बेकार
amenity,disagreeableness,सुख-सुविधा,असहमति
ametabolic,metabolic,अमेतर,चयापचय
ametabolic,metabolous,अमेतर,चयापचय
ametabolous,metabolic,अमीरी,चयापचय
ametabolous,metabolous,अमीरी,चयापचय
ametropic,emmetropic,अमेटिक,एक प्रकार का
amiability,distemper,सुशीलता,एक प्रकार का रंग
amiability,ill humor,सुशीलता,असभ्य हास्य
amiability,ill humour,सुशीलता,असभ्य हास्य
amicable,hostile,मैत्रीपूर्ण,शत्रुतापूर्ण
amiss,perfectly,अनुचित,पूरी तरह से
amorally,morally,मनमोहक रूप से,नैतिक रूप से
amorally,virtuously,मनमोहक रूप से,नेकी
amphibious,aquatic,द्विधा गतिवाला,जलीय
amphibious,terrestrial,द्विधा गतिवाला,लौकिक
amphiprotic,acidic,उभय -संबंधी,अम्लीय
amphiprotic,alkalic,उभय -संबंधी,सोडे का
amphiprotic,alkaline,उभय -संबंधी,क्षारीय
amphitropous,anatropous,एक प्रकार का,अनियंत्रित
amphitropous,inverted,एक प्रकार का,उल्टे
amphoteric,acidic,उभय -संबंधी,अम्लीय
amphoteric,alkalic,उभय -संबंधी,सोडे का
amphoteric,alkaline,उभय -संबंधी,क्षारीय
ample,meager,प्रचुर,अल्प
ample,meagerly,प्रचुर,बहुत
ample,meagre,प्रचुर,अल्प
ample,scrimpy,प्रचुर,नाकाफी
ample,stingy,प्रचुर,कंजूस
amplify,downplay,बढ़ाना,नीचे गिरना
amplify,minimise,बढ़ाना,छोटा करना
amplify,minimize,बढ़ाना,छोटा करना
amplify,understate,बढ़ाना,परदा डालना
amply,meagerly,जिसकी पर्याप्त,बहुत
amply,meagrely,जिसकी पर्याप्त,बहुत
amply,slenderly,जिसकी पर्याप्त,फुहार से
amply,sparingly,जिसकी पर्याप्त,किफ़ायत से
amyotonia,tone,अमीनोटोनिया,टोन
amyotonia,tonicity,अमीनोटोनिया,"सुर, शक्तिप्रदता"
amyotonia,tonus,अमीनोटोनिया,टन
anabatic,catabatic,एक प्रकार का,अपचनीय
anabatic,katabatic,एक प्रकार का,अधोगामी
anabolic,catabolic,उपचय,अपचयी
anabolic,katabolic,उपचय,कैटाबोलिक
anabolism,catabolism,उपसर्ग,अपच
anabolism,destructive metabolism,उपसर्ग,विनाशकारी चयापचय
anabolism,dissimilation,उपसर्ग,भेद
anabolism,katabolism,उपसर्ग,अपच
anaclinal,cataclinal,सन्निहित,कैटाक्लिनल
anadromous,catadromous,anadromous,कैटड्रोमस
anadromous,diadromous,anadromous,डायरस
anaerobic,aerobic,अवायवीय,वायु -संबंधी
anaerobic,aerophilic,अवायवीय,वायु -संबंधी
anaerobic,aerophilous,अवायवीय,वायु -संबंधी
anaerobiotic,aerobic,एनारोबायोटिक,वायु -संबंधी
anaerobiotic,aerophilic,एनारोबायोटिक,वायु -संबंधी
anaerobiotic,aerophilous,एनारोबायोटिक,वायु -संबंधी
anaesthetise,bring around,चतनाशून्य करना,इधर -उधर करना
anaesthetise,bring back,चतनाशून्य करना,वापस लाना
anaesthetise,bring round,चतनाशून्य करना,मना लेना
anaesthetise,bring to,चतनाशून्य करना,को लाना
anaesthetize,bring around,चतनाशून्य करना,इधर -उधर करना
anaesthetize,bring back,चतनाशून्य करना,वापस लाना
anaesthetize,bring round,चतनाशून्य करना,मना लेना
anaesthetize,bring to,चतनाशून्य करना,को लाना
anal,oral,गुदा,मौखिक
anal retentive,oral,गुदा प्रतिशोधी,मौखिक
analog,digital,अनुरूप,डिजिटल
analogous,heterologic,अनुरूप,हेटेरोलॉजिकल
analogous,heterological,अनुरूप,विषमलैंगिक
analogous,heterologous,अनुरूप,heterologous
analogous,homologous,अनुरूप,मुताबिक़
analogue,digital,अनुरूप,डिजिटल
analogy,apophatism,समानता,चंचलता
analogy,cataphatism,समानता,कैटफैटिज़्म
analphabetic,alphabetic,एनालफैबेटिक,वर्णानुक्रमक
analphabetic,alphabetical,एनालफैबेटिक,वर्णमाला
analphabetism,literacy,एनालफैबेटिज़्म,साक्षरता
analyse,synthesise,विश्लेषण करना,संश्लेषण
analyse,synthesize,विश्लेषण करना,synthesize
analysis,synthesis,विश्लेषण,संश्लेषण
analysis,synthetic thinking,विश्लेषण,सिंथेटिक सोच
analytic,synthetic,विश्लेषणात्मक,कृत्रिम
analytic,synthetical,विश्लेषणात्मक,कृत्रिम
analytic thinking,synthesis,विश्लेषणात्मक सोच,संश्लेषण
analytic thinking,synthetic thinking,विश्लेषणात्मक सोच,सिंथेटिक सोच
analytical,synthetic,विश्लेषणात्मक,कृत्रिम
analytical,synthetical,विश्लेषणात्मक,कृत्रिम
analyze,synthesise,विश्लेषण करना,संश्लेषण
analyze,synthesize,विश्लेषण करना,synthesize
analyzed,unanalyzed,विश्लेषण,अनहोनी
anamorphism,katamorphism,सताना,कैटामोर्फिज़्म
anaphrodisia,aphrodisia,निन्द्रता,वंशावली
anaphrodisiac,aphrodisiac,अनैतिकता,कामोद्दीपक
anaphrodisiac,aphrodisiacal,अनैतिकता,कामुकतापूर्ण
anaphrodisiac,sexy,अनैतिकता,सेक्सी
anapsid,diapsid,एक झपकी,डापस
anapsid,diapsid reptile,एक झपकी,सरीसृप के लिए डाइप्स
anapsid reptile,diapsid,सरीसृप के लिए apaps,डापस
anapsid reptile,diapsid reptile,सरीसृप के लिए apaps,सरीसृप के लिए डाइप्स
anastalsis,peristalsis,अनस्टलसिस,पेरिस्टलसिसिस
anastalsis,vermiculation,अनस्टलसिस,सिंदूर
anastigmatic,astigmatic,शत्रुतापूर्ण,विदृष्टिक
anathemise,bless,गरना,आशीर्वाद
anathemize,bless,गुमराह करना,आशीर्वाद
anatropous,amphitropous,अनियंत्रित,एक प्रकार का
ancestor,descendant,पूर्वज,वंशज
ancestor,descendent,पूर्वज,वंशज
androgynous,female,उभयलिंगी,महिला
androgynous,male,उभयलिंगी,पुरुष
anemophilous,entomophilous,सशक्त,कीटपरागीय
anesthetise,bring around,चतनाशून्य करना,इधर -उधर करना
anesthetise,bring back,चतनाशून्य करना,वापस लाना
anesthetise,bring round,चतनाशून्य करना,मना लेना
anesthetise,bring to,चतनाशून्य करना,को लाना
anesthetize,bring around,चतनाशून्य करना,इधर -उधर करना
anesthetize,bring back,चतनाशून्य करना,वापस लाना
anesthetize,bring round,चतनाशून्य करना,मना लेना
anesthetize,bring to,चतनाशून्य करना,को लाना
anestrous,estrous,एक प्रकार का,गला घोंटने वाला
anestrum,estrus,एक प्रकार का होना,मद
anestrum,heat,एक प्रकार का होना,गर्मी
anestrum,oestrus,एक प्रकार का होना,गोमक्खी
anestrum,rut,एक प्रकार का होना,लीक
anestrus,estrus,एक प्रकार का,मद
anestrus,heat,एक प्रकार का,गर्मी
anestrus,oestrus,एक प्रकार का,गोमक्खी
anestrus,rut,एक प्रकार का,लीक
angry,unangry,गुस्सा,असभ्य
angry,calm,गुस्सैल,शांत
angular,rounded,कोणीय,गोल
angularity,roundness,कोण की स्थिति,गोलाई
angulate,rounded,कोण,गोल
anhydrous,hydrated,निर्जल,हाइड्रेटेड
anhydrous,hydrous,निर्जल,जलीय
animate,blunt,चेतन,कुंद
animate,deaden,चेतन,मृत
animate,inanimate,चेतन,अचेतन
animate,insensate,चेतन,बेहोश
animate,insentient,चेतन,बेसुध
animate,non-living,चेतन,अजीवित
animate,nonliving,चेतन,अजीवित
animated,unanimated,एनिमेटेड,सर्वसम्मति से
animateness,inanimateness,अनमोलता,अविभाज्यता
animateness,lifelessness,अनमोलता,बेजान
anionic,cationic,ऋणात्मक,धनायनित
anisotropic,isotropic,एनिस्ट्रोपिक,समदैशिक
anisotropic,isotropous,एनिस्ट्रोपिक,आइसोट्रोपस
anisotropy,isotropy,असमदिग्वर्ती होने की दशा,आइसोट्रॉपी
anisotropy,symmetry,असमदिग्वर्ती होने की दशा,समरूपता
annual,biennial,वार्षिक,द्विवाषिक
annual,perennial,वार्षिक,चिरस्थायी
annual,two-year,वार्षिक,दो साल का
annul,formalise,अन्त करना,सजाना
annul,formalize,अन्त करना,सजाना
annul,validate,अन्त करना,मान्य
anodal,cathodic,anodal,कैथोडिक
anode,cathode,एनोड,कैथोड
anodic,cathodic,एनोडिक,कैथोडिक
anoestrum,estrus,वंशावली,मद
anoestrum,heat,वंशावली,गर्मी
anoestrum,oestrus,वंशावली,गोमक्खी
anoestrum,rut,वंशावली,लीक
anoestrus,estrus,एक प्रकार का,मद
anoestrus,heat,एक प्रकार का,गर्मी
anoestrus,oestrus,एक प्रकार का,गोमक्खी
anoestrus,rut,एक प्रकार का,लीक
anon.,onymous,एनोन।,ओनिमस
anonymous,onymous,गुमनाम,ओनिमस
anorthic,monoclinic,एक प्रकार का,मोनोक्लिनिनिक
anovulation,ovulation,एनोवुलाज़ेशन,ovulation
answer,enquiry,उत्तर,जाँच करना
answer,inquiry,उत्तर,जाँच करना
answer,interrogation,उत्तर,पूछताछ
answer,query,उत्तर,सवाल
answer,question,उत्तर,सवाल
antagonist,agonist,प्रतिपक्षी,एगोनिस्ट
antagonist,synergist,प्रतिपक्षी,सहकारितावादी
antagonistic,conciliative,विरोधी,सम्‍मिलित
antagonistic,conciliatory,विरोधी,मिलाप करनेवाला
antagonistic,interactive,विरोधी,इंटरएक्टिव
antagonistic,synergistic,विरोधी,सहक्रियात्मक
antapex,apex,एंटीपैक्स,एपेक्स
antapex,apex of the sun's way,एंटीपैक्स,सूर्य के रास्ते का शीर्ष
antapex,solar apex,एंटीपैक्स,सोलर एपेक्स
ante up,default,अपहरण करना,गलती करना
ante up,default on,अपहरण करना,पर डिफ़ॉल्ट करें
antecede,follow,के पिछले,अनुसरण करना
antecede,postdate,के पिछले,पोस्ट करने की तारीख
antecedence,posteriority,पूर्वत्व,पीछे की ओर
antecedence,subsequence,पूर्वत्व,परिणाम को
antecedence,subsequentness,पूर्वत्व,बाद में
antecedency,posteriority,पूर्वानुमान,पीछे की ओर
antecedency,subsequence,पूर्वानुमान,परिणाम को
antecedency,subsequentness,पूर्वानुमान,बाद में
antecedent,descendant,पूर्वपद,वंशज
antecedent,descendent,पूर्वपद,वंशज
antecedent,subsequent,पूर्वपद,बाद का
antedate,follow,गर्भवती,अनुसरण करना
antedate,postdate,गर्भवती,पोस्ट करने की तारीख
antemeridian,postmeridian,प्रतिपक्षीय,पोस्टमेरिडियन
antemortem,postmortal,मृत्युपूर्व,पोस्टमॉर्टल
antemortem,postmortem,मृत्युपूर्व,शवपरीक्षा
antenatal,perinatal,उत्पत्ति के पूर्व का,पेरिनेटल
antenatal,postnatal,उत्पत्ति के पूर्व का,प्रसव के बाद का
antenatal,postpartum,उत्पत्ति के पूर्व का,प्रसवोत्तर
antenuptial,postnuptial,विवाह से पूर्व होनेवाला,उत्तर -संबंधी
antepartum,perinatal,प्रसव पूर्व,पेरिनेटल
antepartum,postnatal,प्रसव पूर्व,प्रसव के बाद का
antepartum,postpartum,प्रसव पूर्व,प्रसवोत्तर
anterior,posterior,पूर्वकाल का,पीछे
anteriority,posteriority,पूर्वकाल,पीछे की ओर
anteriority,subsequence,पूर्वकाल,परिणाम को
anteriority,subsequentness,पूर्वकाल,बाद में
anterograde,retrograde,अग्रगामी,पतित
anti,pro,एंटी,मुरझाना
anti-American,pro-American,अमेरिका विरोधी,समर्थक अमेरिकी
anticatalyst,accelerator,रोग -संबंधी,त्वरक
anticatalyst,catalyst,रोग -संबंधी,उत्प्रेरक
anticholinergic,cholinergic,कोलीनधर्मरोधी,कोलीनर्जिक
anticlimactic,climactic,anticlimactic,चरम
anticlinal,synclinal,एंटीकलाइन,सिनक्लिन
anticlockwise,clockwise,वामा व्रत,दक्षिणावर्त
anticyclone,cyclone,प्रतिचक्रवात,चक्रवात
antimagnetic,magnetic,एंटीमैग्नेटिक,चुंबकीय
antimagnetic,magnetised,एंटीमैग्नेटिक,चुंबकित
antimagnetic,magnetized,एंटीमैग्नेटिक,चुंबकीय
antinode,node,एंटिनोड,नोड
antipyretic,pyretic,ज्वर हटानेवाल,ज्वरनाशक
antiseptic,infected,एंटीसेप्टिक,संक्रमित
antiseptic,septic,एंटीसेप्टिक,विषाक्त
antitype,type,प्रतिरूप,प्रकार
antonym,equivalent word,विलोम,समतुल्य शब्द
antonym,synonym,विलोम,समानार्थी शब्द
antonymous,synonymous,अनिच्छुक,पर्याय
antrorse,retrorse,नक़ल,पीछे हटाना
apace,tardily,झटपट,यिलंबपूर्वक
aperiodic,periodic,अनावधिक,आवधिक
aperiodic,periodical,अनावधिक,नियत कालीन
apetalous,petaled,चंचल,पंखुड़ीदार
apetalous,petalled,चंचल,सदल
apetalous,petalous,चंचल,पंखुड़ी
apex,antapex,एपेक्स,एंटीपैक्स
apex of the sun's way,antapex,सूर्य के रास्ते का शीर्ष,एंटीपैक्स
aphelion,perihelion,एक प्रकार का,सूर्य समीपक
aphrodisia,anaphrodisia,वंशावली,निन्द्रता
aphrodisiac,anaphrodisiac,कामोद्दीपक,अनैतिकता
aphrodisiacal,anaphrodisiac,अमृत,अनैतिकता
aplacental,placental,अयोग्य,अपरा
apoapsis,periapsis,शरारत,पेरियाप्सिस
apoapsis,point of periapsis,शरारत,पेरिआप्सिस -प्वाइंट
apocarpous,syncarpous,अपकार,समन्वित
apocrine,eccrine,शिखरस्रावी,एक प्रकार का
apogee,perigee,पराकाष्ठा,भू-समीपक
apojove,perijove,अपोजोव,पेरिओक
apologetic,unapologetic,क्षमाशील,अयोग्य
apolune,perilune,अपोल्यून,हथियारों
apolune,periselene,अपोल्यून,पेरिसेलीन
apophatism,analogy,चंचलता,समानता
apophatism,cataphatism,चंचलता,कैटफैटिज़्म
apophatism,doctrine of analogy,चंचलता,सादृश्यता का सिद्धांत
aposelene,perilune,अपोसेलीन,हथियारों
aposelene,periselene,अपोसेलीन,पेरिसेलीन
apparel,discase,परिधान,निंदा करना
apparel,disrobe,परिधान,नंगा करना
apparel,peel,परिधान,छीलना
apparel,strip,परिधान,पट्टी
apparel,strip down,परिधान,छीन लेना
apparel,uncase,परिधान,खोल देना
apparel,unclothe,परिधान,पोशाक उतार लेना
apparel,undress,परिधान,घर का कपड़ा
appeal,repel,निवेदन,पीछे हटाना
appeal,repulse,निवेदन,खदेड़ना
appealable,unappealable,अपीलीय,अपील-अयोग्य
appealing,unappealing,अपील करने वाला,अनाकर्षक
appealing,unlikable,अपील करने वाला,नापसंद
appealing,unlikeable,अपील करने वाला,अयोग्य
appealing,unsympathetic,अपील करने वाला,कुरूप
appealingly,unappealingly,अपहरण करते हुए,अप्रभावी रूप से
appear,disappear,के जैसा लगना,गायब
appear,go away,के जैसा लगना,दूर जाओ
appear,vanish,के जैसा लगना,गायब होना
appearance,disappearance,उपस्थिति,लापता होने के
appearance,disappearing,उपस्थिति,गायब होना
appendaged,unappendaged,संलग्न,अनपेक्षित
appetising,unappetising,स्वादिष्ट,अनपेक्षित
appetising,unappetizing,स्वादिष्ट,न मजेदार
appetisingness,unappetisingness,क्षुद्रता,अनभिज्ञता
appetisingness,unappetizingness,क्षुद्रता,अनभिज्ञता
appetizing,unappetising,स्वादिष्ट,अनपेक्षित
appetizing,unappetizing,स्वादिष्ट,न मजेदार
appetizingness,unappetisingness,क्षुद्रता,अनभिज्ञता
appetizingness,unappetizingness,क्षुद्रता,अनभिज्ञता
applaud,boo,सराहना,बू
applaud,hiss,सराहना,फुफकार
applicability,inapplicability,प्रयोज्यता,नामुनासिबत
applied,theoretical,लागू किया हुआ,सैद्धांतिक
apply,defy,आवेदन करना,अवहेलना
apply,exempt,आवेदन करना,मुक्त करें
apply,free,आवेदन करना,मुक्त
apply,refuse,आवेदन करना,अस्वीकार करना
apply,relieve,आवेदन करना,राहत देना
apply,resist,आवेदन करना,प्रतिरोध करना
appointed,elected,नियुक्त,चुने हुए
appointed,elective,नियुक्त,निर्वाचित
appointive,elected,नियत,चुने हुए
appointive,elective,नियत,निर्वाचित
apposable,unopposable,अपेक्षित,अप्राप्य
appositeness,inappositeness,संगति,अयोग्यता
appositeness,inaptness,संगति,अयोग्यता
appreciate,depreciate,प्रशंसा करना,मूल्य कम करना
appreciate,devaluate,प्रशंसा करना,अवमूल्यन करना
appreciate,devalue,प्रशंसा करना,अवमूल्यन करना
appreciate,undervalue,प्रशंसा करना,कम आंकना
appreciation,depreciation,प्रशंसा,मूल्यह्रास
appreciatively,unappreciatively,आदरपूर्वक,बेकार
appreciatively,ungratefully,आदरपूर्वक,कट्टरता से
apprise,depreciate,सूचना देना,मूल्य कम करना
apprise,devaluate,सूचना देना,अवमूल्यन करना
apprise,devalue,सूचना देना,अवमूल्यन करना
apprise,undervalue,सूचना देना,कम आंकना
apprize,depreciate,बतलाना,मूल्य कम करना
apprize,devaluate,बतलाना,अवमूल्यन करना
apprize,devalue,बतलाना,अवमूल्यन करना
apprize,undervalue,बतलाना,कम आंकना
approachability,unapproachability,दृष्टिकोण,अप्राप्यता
approachable,unapproachable,सुलभ,पहुंच से बाहर का
approbate,reprobate,अनुमोदन करना,बदमाश
approbation,condemnation,प्रशंसा,निंदा
approbation,disapprobation,प्रशंसा,नापसंदगी
appropriate,inappropriate,उपयुक्त,अनुचित
appropriately,inappropriately,उचित रूप से,अनुपयुक्त
appropriately,unsuitably,उचित रूप से,बेईमानी से
appropriateness,inappropriateness,संगति,अनुपयुक्तता
appropriateness,unworthiness,संगति,अयोग्यता
appropriateness,wrongness,संगति,गलतफहमी
approval,disapproval,अनुमोदन,अस्वीकृति
approve,disapprove,मंज़ूरी देना,अस्वीकार कर देना
approve,reject,मंज़ूरी देना,अस्वीकार करना
approving,disapproval,का अनुमोदन,अस्वीकृति
approvingly,disapprovingly,अनुमोदन से,निंदासूचक रूप से
apropos,malapropos,अनुरूप,गायब हो जाएगा
apteral,peripteral,शिलालेख,पेरिप्टर का
aptitude,inaptitude,कौशल,अक्षमता
aptly,displaying incompetence,जिसे उपयुक्त,अक्षमता प्रदर्शित करना
aptly,incompetently,जिसे उपयुक्त,अयोग्यतापूर्वक
aptness,inappositeness,उपयुक्तता,अयोग्यता
aptness,inaptness,उपयुक्तता,अयोग्यता
aquatic,amphibious,जलीय,द्विधा गतिवाला
aquatic,terrestrial,जलीय,लौकिक
aqueous,eruptive,जलीय,ज्वालामुखी
aqueous,igneous,जलीय,आतशी
arbitrable,nonarbitrable,मनोहर,अरेखित
arbitrary,nonarbitrary,मनमाना,नॉनबिट्रिटरी
arbitrary,unarbitrary,मनमाना,अनिर्दिष्ट
arboreal,nonarboreal,वृक्ष-संबंधी,नॉनबोरियल
arboreous,nonarboreal,शराबी,नॉनबोरियल
arenaceous,argillaceous,बलुआ,मृतिकामय
arenaceous,clayey,बलुआ,मिट्टी का
argillaceous,arenaceous,मृतिकामय,बलुआ
argillaceous,sandlike,मृतिकामय,रेत के समान
argillaceous,sandy,मृतिकामय,रेतीले
argumentative,unargumentative,विवादपूर्ण,असंबद्ध
aridity,fecundity,शुष्कता,उपजाऊपन
aridity,fruitfulness,शुष्कता,परिपूर्णता
aright,incorrectly,दाहिनी ओर,गलत तरीके से
aright,wrong,दाहिनी ओर,गलत
aright,wrongly,दाहिनी ओर,गलत तरीके से
arise,bed,उठना,बिस्तर
arise,come down,उठना,नीचे आओ
arise,crawl in,उठना,रेंगना
arise,descend,उठना,उतरना
arise,fall,उठना,गिरना
arise,go down,उठना,नीचे जाना
arise,go to bed,उठना,सोने जाओ
arise,go to sleep,उठना,सो जाओ
arise,hit the hay,उठना,घास का मारो
arise,hit the sack,उठना,बोरी को मार
arise,kip down,उठना,झपकी लेना
arise,lie,उठना,झूठ
arise,lie down,उठना,लेट जाओ
arise,retire,उठना,रिटायर
arise,sack out,उठना,बोरी से बाहर निकलना
arise,sit,उठना,बैठना
arise,sit down,उठना,बैठना
arise,turn in,उठना,अन्दर की ओर मोड़ना
arm,demilitarise,हाथ,ग़ैरफ़ौजीकरण करना
arm,demilitarize,हाथ,ग़ैरफ़ौजीकरण करना
arm,disarm,हाथ,वश में कर लेना
armament,disarmament,शरारत,निरस्त्रीकरण
armament,disarming,शरारत,निरस्त्रीकरण
armed,armless,सशस्त्र,लूला
armed,unarmed,सशस्त्र,निहत्था
arming,disarmament,असलह,निरस्त्रीकरण
arming,disarming,असलह,निरस्त्रीकरण
armless,armed,लूला,सशस्त्र
armored,unarmored,बख़्तरबंद,निहत्था
armored,unarmoured,बख़्तरबंद,निष्ठा से नुकीला
armoured,unarmored,बख़्तरबंद,निहत्था
armoured,unarmoured,बख़्तरबंद,निष्ठा से नुकीला
arouse,calm,उकसाना,शांत
arouse,cause to sleep,उकसाना,सोने का कारण
arouse,de-energise,उकसाना,डी-एनर्जी
arouse,de-energize,उकसाना,de-Energize
arouse,dope off,उकसाना,डोप करना
arouse,doze off,उकसाना,बारह
arouse,drift off,उकसाना,सोना
arouse,drop off,उकसाना,बाहर निकलना
arouse,drowse off,उकसाना,बंद करना
arouse,fall asleep,उकसाना,सो जाना
arouse,flake out,उकसाना,बाहर निकलना
arouse,nod off,उकसाना,सो जाना
arouse,sedate,उकसाना,गंभीर
arouse,tranquilize,उकसाना,शांत होना
arouse,tranquillise,उकसाना,शांत करना
arouse,tranquillize,उकसाना,तसल्ली देना
arrange,disarrange,व्यवस्थित करना,हंगामा करना
arranged,disarranged,व्यवस्था की,अव्यवस्थित
arrive,go away,आना,दूर जाओ
arrive,go forth,आना,आगे बढ़ो
arrive,leave,आना,छुट्टी
arrogate,forego,हथियाना,त्याघना
arrogate,forfeit,हथियाना,अर्थदंड
arrogate,forgo,हथियाना,त्यागना
arrogate,give up,हथियाना,छोड़ देना
arrogate,throw overboard,हथियाना,पनपना
arrogate,waive,हथियाना,माफ
artefact,natural object,शिल्पकृति,प्राकृतिक वस्तु
artesian,subartesian,आर्टीजि़यन,सब्टर्टेसियन
artful,artless,धूर्त,अनाड़ी
artful,ingenuous,धूर्त,सदाबहार
artfulness,artlessness,चलाकी,अकृत्रिमता
articulate,inarticulate,स्पष्ट करना,धीरे से बोलना
articulate,unarticulate,स्पष्ट करना,अयोग्य
articulate,unarticulated,स्पष्ट करना,अखंड
articulated,unarticulated,जोड़ा हुआ,अखंड
articulately,inarticulately,कलंक से,मूक रूप से
articulately,ineloquently,कलंक से,असंबद्ध रूप से
artifact,natural object,विरूपण साक्ष्य,प्राकृतिक वस्तु
artificial,natural,कृत्रिम,प्राकृतिक
artificial language,natural language,कृत्रिम भाषा,प्राकृतिक भाषा
artificial language,tongue,कृत्रिम भाषा,जीभ
artificially,naturally,कृत्रिम रूप से,सहज रूप में
artiodactyl,odd-toed ungulate,अमीरियोडैक्टाइल,विषम-पैर
artiodactyl,perissodactyl,अमीरियोडैक्टाइल,पेरिसोडैक्टाइल
artiodactyl,perissodactyl mammal,अमीरियोडैक्टाइल,पेरिसोडैक्टाइल स्तनपायी
artiodactyl mammal,odd-toed ungulate,अमीरियोडैक्टाइल स्तनपायी,विषम-पैर
artiodactyl mammal,perissodactyl,अमीरियोडैक्टाइल स्तनपायी,पेरिसोडैक्टाइल
artiodactyl mammal,perissodactyl mammal,अमीरियोडैक्टाइल स्तनपायी,पेरिसोडैक्टाइल स्तनपायी
artless,artful,अनाड़ी,धूर्त
artless,disingenuous,अनाड़ी,कपटी
artlessness,artfulness,अकृत्रिमता,चलाकी
as luck would have it,alas,जैसा कि भाग्य होगा,हाय
as luck would have it,regrettably,जैसा कि भाग्य होगा,अफसोस
as luck would have it,unfortunately,जैसा कि भाग्य होगा,दुर्भाग्य से
as luck would have it,unluckily,जैसा कि भाग्य होगा,unluckily
ascend,come down,Ascend,नीचे आओ
ascend,descend,Ascend,उतरना
ascend,fall,Ascend,गिरना
ascend,go down,Ascend,नीचे जाना
ascend,go under,Ascend,के नीचे जाना
ascend,set,Ascend,तय करना
ascendant,descendant,प्रबल,वंशज
ascendant,descendent,प्रबल,वंशज
ascendent,descendant,आरोही,वंशज
ascendent,descendent,आरोही,वंशज
ascending,descending,आरोही,अवरोही
ascending node,descending node,आरोही नोड,अवरोही नोड
ascension,fall,अधिरोहण,गिरना
ascent,declension,आरोहण,अवनति
ascent,declination,आरोहण,झुकाव
ascent,decline,आरोहण,गिरावट
ascent,declivity,आरोहण,ढार
ascent,descent,आरोहण,चढ़ाई
ascent,downslope,आरोहण,डाउडलोप
ascent,fall,आरोहण,गिरना
asexual,sexual,क्षुद्र,यौन
ashamed,unashamed,शर्मिंदा,बेशरम
ashamedly,barefacedly,अशुद्धि से,नंगेपन से
ashamedly,shamelessly,अशुद्धि से,बेशर्म
ashamedly,unashamedly,अशुद्धि से,unashamedly
ask,eliminate,पूछना,हटाना
ask,obviate,पूछना,मुक्त हो जाना
ask,rid of,पूछना,से छुटकारा
asleep,awake,सो गया,जागना
asperity,bluntness,तीक्ष्णता,मंदबुद्धि
asperity,dullness,तीक्ष्णता,मंदता
assail,defend,आक्रमण करना,रक्षा करना
assemblage,disassembly,संयोजन,disassembly
assemblage,dismantlement,संयोजन,गिराना
assemblage,dismantling,संयोजन,ध्वस्त
assemble,break apart,इकट्ठा,अलग हुए
assemble,break up,इकट्ठा,टूटना
